levelid,mapid,maintype,leveltype,levelindex,chapterindex,levelgroup,level,siege,levelname,chaptername,descriptiont,physicalstrength,teamexp,everydaynum,sloot1,sloot2,sloot3,sloot4,loot1,loot2,loot3,loot4,tasktypes,n1,n2,n3,n4,word,show,icon,heroid,herolv,heroclass,herostar,content,overdrama,aindex,bindex,condition,nextlevel,alevel1,alevel2,component,towershow,showtalk
902306,902306,9,3,3,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902305,0,20,0,0
902401,902401,9,1,4,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
902402,902402,9,1,4,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902401,0,20,0,0
902403,902403,9,1,4,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902402,0,20,0,0
902404,902404,9,1,4,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902403,0,20,0,0
902405,902405,9,1,4,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902404,0,20,0,0
902406,902406,9,3,4,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902405,0,20,0,0
902501,902501,9,1,5,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
902502,902502,9,1,5,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902501,0,20,0,0
902503,902503,9,1,5,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902502,0,20,0,0
902504,902504,9,1,5,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902503,0,20,0,0
902505,902505,9,1,5,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902504,0,20,0,0
902506,902506,9,3,5,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902505,0,20,0,0
902601,902601,9,1,6,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
902602,902602,9,1,6,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902601,0,20,0,0
902603,902603,9,1,6,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902602,0,20,0,0
902604,902604,9,1,6,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902603,0,20,0,0
902605,902605,9,1,6,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902604,0,20,0,0
902606,902606,9,3,6,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902605,0,20,0,0
902701,902701,9,1,7,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
902702,902702,9,1,7,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902701,0,20,0,0
902703,902703,9,1,7,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902702,0,20,0,0
902704,902704,9,1,7,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902703,0,20,0,0
902705,902705,9,1,7,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902704,0,20,0,0
902706,902706,9,3,7,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902705,0,20,0,0
902801,902801,9,1,8,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
902802,902802,9,1,8,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902801,0,20,0,0
902803,902803,9,1,8,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902802,0,20,0,0
902804,902804,9,1,8,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902803,0,20,0,0
902805,902805,9,1,8,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902804,0,20,0,0
902806,902806,9,3,8,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902805,0,20,0,0
903101,903101,9,1,1,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903102,903102,9,1,1,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903101,0,20,0,0
903103,903103,9,1,1,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903102,0,20,0,0
903104,903104,9,1,1,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903103,0,20,0,0
903105,903105,9,1,1,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903104,0,20,0,0
903106,903106,9,3,1,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903105,0,20,0,0
903201,903201,9,1,2,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903202,903202,9,1,2,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903201,0,20,0,0
903203,903203,9,1,2,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903202,0,20,0,0
903204,903204,9,1,2,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903203,0,20,0,0
903205,903205,9,1,2,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903204,0,20,0,0
903206,903206,9,3,2,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903205,0,20,0,0
903301,903301,9,1,3,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903302,903302,9,1,3,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903301,0,20,0,0
903303,903303,9,1,3,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903302,0,20,0,0
903304,903304,9,1,3,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903303,0,20,0,0
903305,903305,9,1,3,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903304,0,20,0,0
903306,903306,9,3,3,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903305,0,20,0,0
903401,903401,9,1,4,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903402,903402,9,1,4,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903401,0,20,0,0
903403,903403,9,1,4,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903402,0,20,0,0
903404,903404,9,1,4,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903403,0,20,0,0
903405,903405,9,1,4,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903404,0,20,0,0
903406,903406,9,3,4,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903405,0,20,0,0
903501,903501,9,1,5,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903502,903502,9,1,5,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903501,0,20,0,0
903503,903503,9,1,5,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903502,0,20,0,0
903504,903504,9,1,5,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903503,0,20,0,0
903505,903505,9,1,5,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903504,0,20,0,0
903506,903506,9,3,5,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903505,0,20,0,0
903601,903601,9,1,6,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903602,903602,9,1,6,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903601,0,20,0,0
903603,903603,9,1,6,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903602,0,20,0,0
903604,903604,9,1,6,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903603,0,20,0,0
903605,903605,9,1,6,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903604,0,20,0,0
903606,903606,9,3,6,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903605,0,20,0,0
903701,903701,9,1,7,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903702,903702,9,1,7,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903701,0,20,0,0
903703,903703,9,1,7,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903702,0,20,0,0
903704,903704,9,1,7,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903703,0,20,0,0
903705,903705,9,1,7,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903704,0,20,0,0
903706,903706,9,3,7,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903705,0,20,0,0
903801,903801,9,1,8,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
903802,903802,9,1,8,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903801,0,20,0,0
903803,903803,9,1,8,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903802,0,20,0,0
903804,903804,9,1,8,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903803,0,20,0,0
903805,903805,9,1,8,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903804,0,20,0,0
903806,903806,9,3,8,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903805,0,20,0,0
904101,904101,9,1,1,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904102,904102,9,1,1,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904101,0,20,0,0
904103,904103,9,1,1,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904102,0,20,0,0
904104,904104,9,1,1,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904103,0,20,0,0
904105,904105,9,1,1,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904104,0,20,0,0
904106,904106,9,3,1,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904105,0,20,0,0
904201,904201,9,1,2,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904202,904202,9,1,2,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904201,0,20,0,0
904203,904203,9,1,2,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904202,0,20,0,0
904204,904204,9,1,2,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904203,0,20,0,0
904205,904205,9,1,2,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904204,0,20,0,0
904206,904206,9,3,2,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904205,0,20,0,0
904301,904301,9,1,3,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904302,904302,9,1,3,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904301,0,20,0,0
904303,904303,9,1,3,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904302,0,20,0,0
904304,904304,9,1,3,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904303,0,20,0,0
904305,904305,9,1,3,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904304,0,20,0,0
904306,904306,9,3,3,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904305,0,20,0,0
904401,904401,9,1,4,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904402,904402,9,1,4,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904401,0,20,0,0
904403,904403,9,1,4,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904402,0,20,0,0
904404,904404,9,1,4,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904403,0,20,0,0
904405,904405,9,1,4,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904404,0,20,0,0
904406,904406,9,3,4,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904405,0,20,0,0
904501,904501,9,1,5,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904502,904502,9,1,5,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904501,0,20,0,0
904503,904503,9,1,5,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904502,0,20,0,0
904504,904504,9,1,5,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904503,0,20,0,0
904505,904505,9,1,5,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904504,0,20,0,0
904506,904506,9,3,5,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904505,0,20,0,0
904601,904601,9,1,6,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904602,904602,9,1,6,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904601,0,20,0,0
904603,904603,9,1,6,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904602,0,20,0,0
904604,904604,9,1,6,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904603,0,20,0,0
904605,904605,9,1,6,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904604,0,20,0,0
904606,904606,9,3,6,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904605,0,20,0,0
904701,904701,9,1,7,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904702,904702,9,1,7,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904701,0,20,0,0
904703,904703,9,1,7,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904702,0,20,0,0
904704,904704,9,1,7,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904703,0,20,0,0
904705,904705,9,1,7,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904704,0,20,0,0
904706,904706,9,3,7,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904705,0,20,0,0
904801,904801,9,1,8,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
904802,904802,9,1,8,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904801,0,20,0,0
904803,904803,9,1,8,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904802,0,20,0,0
904804,904804,9,1,8,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904803,0,20,0,0
904805,904805,9,1,8,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904804,0,20,0,0
904806,904806,9,3,8,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904805,0,20,0,0
905101,905101,9,1,1,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
905102,905102,9,1,1,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905101,0,20,0,0
905103,905103,9,1,1,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905102,0,20,0,0
905104,905104,9,1,1,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905103,0,20,0,0
905105,905105,9,1,1,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905104,0,20,0,0
905106,905106,9,3,1,6,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905105,0,20,0,0
905201,905201,9,1,2,1,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
905202,905202,9,1,2,2,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905201,0,20,0,0
905203,905203,9,1,2,3,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905202,0,20,0,0
905204,905204,9,1,2,4,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905203,0,20,0,0
905205,905205,9,1,2,5,1,1,0,圣物传奇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905204,0,20,0,0
